iter	MultiClass
0	1.30735611
1	1.236326148
2	1.17023943
3	1.11027191
4	1.058091137
5	1.009292207
6	0.9633583987
7	0.9187904742
8	0.8789390682
9	0.8418229168
10	0.8083277838
11	0.7753841663
12	0.744325369
13	0.7141485881
14	0.6880052435
15	0.6618649318
16	0.6365504379
17	0.6139781518
18	0.5928283813
19	0.5727571313
20	0.5535672733
21	0.5343808822
22	0.5158529496
23	0.498959583
24	0.4816645011
25	0.465903125
26	0.4508145331
27	0.4372426962
28	0.4236858461
29	0.4106732204
30	0.3977421245
31	0.3851213838
32	0.3736149995
33	0.3620060255
34	0.3510477331
35	0.3401484194
36	0.3296154387
37	0.3196211206
38	0.3097769658
39	0.3002973231
40	0.2910832933
41	0.2830060503
42	0.2746258048
43	0.2667390544
44	0.2591906481
45	0.2526871259
46	0.2450712977
47	0.2379918901
48	0.2314933664
49	0.2249374173
50	0.2189155375
51	0.2133278235
52	0.2074729355
53	0.2015635889
54	0.1964602834
55	0.1917149018
56	0.1870570372
57	0.1820963204
58	0.1772671358
59	0.1725243159
60	0.167851031
61	0.1631750937
62	0.1591851678
63	0.1554063375
64	0.151667667
65	0.1478012252
66	0.1443762121
67	0.1409250341
68	0.1371016058
69	0.1340972314
70	0.1308152438
71	0.1276477534
72	0.1244851983
73	0.1213759485
74	0.1184607919
75	0.1157664987
76	0.1127141203
77	0.1100294334
78	0.1075479686
79	0.105103361
80	0.1026592965
81	0.1001079011
82	0.09782434843
83	0.09557490734
84	0.09332379803
85	0.09120378795
86	0.08909864379
87	0.08740119792
88	0.0855139304
89	0.08364652086
90	0.08188442254
91	0.08015908914
92	0.07834791433
93	0.076524654
94	0.07471633092
95	0.07312350158
96	0.07159905403
97	0.06994960767
98	0.06837538846
99	0.06686832398
100	0.06545784223
101	0.06401241191
102	0.06262117677
103	0.06118796243
104	0.05991727072
105	0.05852880918
106	0.05744261253
107	0.05629171201
108	0.05518949569
109	0.05400384602
110	0.05291785861
111	0.051878643
112	0.05083172465
113	0.0498937372
114	0.0490547073
115	0.04821508915
116	0.04728540165
117	0.04638562352
118	0.0454643472
119	0.04449479917
120	0.04377632007
121	0.0429748322
122	0.04224463877
123	0.04154464783
124	0.04076829429
125	0.03999114184
126	0.03924642612
127	0.03875940048
128	0.03811479369
129	0.03745496732
130	0.03673356532
131	0.03630393789
132	0.03564314114
133	0.03501057774
134	0.03441757028
135	0.03385468196
136	0.03354159604
137	0.03298982322
138	0.03239722947
139	0.03199143422
140	0.0314488381
141	0.03096086879
142	0.03057766359
143	0.030238976
144	0.02986021053
145	0.02930280689
146	0.02882985527
147	0.02846701542
148	0.02810360253
149	0.02778241471
150	0.02735667746
151	0.02716722719
152	0.02684119692
153	0.02638468315
154	0.02607894518
155	0.02575110696
156	0.02534961045
157	0.02510632386
158	0.02481637034
159	0.0245632051
160	0.02433585152
161	0.0241482967
162	0.02389905478
163	0.02361634446
164	0.02337965835
165	0.02317046355
166	0.02293395411
167	0.02279298888
168	0.02265637523
169	0.02252578212
170	0.02220556634
171	0.02207293947
172	0.02191347601
173	0.02174643184
174	0.02153045469
175	0.02124022344
176	0.02105098637
177	0.02094308993
178	0.02075200823
179	0.02045458894
180	0.0203462034
181	0.02025505567
182	0.02012738555
183	0.02002904795
184	0.01994820793
185	0.01986868164
186	0.01977179614
187	0.01965308972
188	0.01954032
189	0.01944805647
190	0.01935203334
191	0.01924036816
192	0.01915219697
193	0.01908661283
194	0.01899941994
195	0.01890482388
196	0.01883071511
197	0.01873688135
198	0.01865854456
199	0.01857819016
200	0.01848964514
201	0.01842690352
202	0.01835255434
203	0.01810408923
204	0.01803966729
205	0.01781788031
206	0.0177688467
207	0.01769596095
208	0.01760818514
209	0.01754283364
210	0.01745602112
211	0.01738685549
212	0.01733215643
213	0.01727674507
214	0.0172307829
215	0.01718020086
216	0.01714074846
217	0.01706951969
218	0.01701551046
219	0.01684907537
220	0.01681319839
221	0.01676832312
222	0.01670958796
223	0.01666253564
224	0.01661138688
225	0.01655266922
226	0.01651330878
227	0.01647176792
228	0.0164284615
229	0.01633877286
230	0.01629773218
231	0.01625066736
232	0.01620740532
233	0.01614749687
234	0.01611413831
235	0.01607417977
236	0.01603167817
237	0.0159198892
238	0.01588868059
239	0.01585370865
240	0.01580328352
241	0.01577124224
242	0.01558399758
243	0.01555368553
244	0.01551677126
245	0.01547628965
246	0.01545556344
247	0.0152787531
248	0.01525379014
249	0.01522643052
250	0.01517337267
251	0.01511094502
252	0.01508752436
253	0.01506182972
254	0.01503159915
255	0.01500574135
256	0.01498143281
257	0.01495306162
258	0.01492949993
259	0.0149086922
260	0.01488400383
261	0.01485799722
262	0.01483722361
263	0.01481626323
264	0.01479803577
265	0.01477183984
266	0.01474497884
267	0.01471804143
268	0.01469268363
269	0.0146568128
270	0.01463122224
271	0.01460875482
272	0.01458865813
273	0.01457047528
274	0.01455129983
275	0.01453528708
276	0.01452092674
277	0.01449797832
278	0.0144802324
279	0.01445857856
280	0.01443955107
281	0.01441529498
282	0.01440040155
283	0.01438541284
284	0.01436225752
285	0.01434756502
286	0.01432935083
287	0.01431074005
288	0.01429498159
289	0.01427573055
290	0.01425718124
291	0.01424153779
292	0.01414534203
293	0.01412929885
294	0.01411090908
295	0.01409475872
296	0.0140810494
297	0.01406644176
298	0.01405390063
299	0.01403742776
300	0.01402655964
301	0.01401070122
302	0.01399540675
303	0.01397980951
304	0.01396447202
305	0.01395287988
306	0.01394377195
307	0.01393177029
308	0.01391692599
309	0.01390647556
310	0.01388803936
311	0.01387583285
312	0.01386428641
313	0.01385398325
314	0.01383982828
315	0.01380292031
316	0.01379270643
317	0.0137810367
318	0.01376854562
319	0.0137591832
320	0.01373482242
321	0.01372397606
322	0.01371459511
323	0.01370301354
324	0.01369162334
325	0.01368311768
326	0.01367330999
327	0.01366471544
328	0.01365548194
329	0.01364546872
330	0.01363866345
331	0.01362730293
332	0.01361575856
333	0.01360781961
334	0.01359742474
335	0.0135874386
336	0.0135791228
337	0.01357011865
338	0.01356174612
339	0.0135541038
340	0.01354114218
341	0.01353173783
342	0.0135217029
343	0.01351374836
344	0.013504562
345	0.01349584896
346	0.01348667177
347	0.01347832934
348	0.01347165394
349	0.01346647886
350	0.01345806256
351	0.01344964242
352	0.01344387748
353	0.0134356298
354	0.0134289668
355	0.01342123997
356	0.01340932022
357	0.01340357333
358	0.01339738734
359	0.01338741574
360	0.01338044866
361	0.01337285085
362	0.01336716357
363	0.01335956818
364	0.01335152155
365	0.01334616545
366	0.01334047967
367	0.0133347037
368	0.01332352086
369	0.01331583064
370	0.01331027527
371	0.01330375438
372	0.01329811664
373	0.01329272934
374	0.0132860953
375	0.01327960779
376	0.01327308724
377	0.0132681327
378	0.01326296253
379	0.0132453204
380	0.01323491267
381	0.01322790614
382	0.01322311528
383	0.01321799541
384	0.01321285055
385	0.01320797181
386	0.0132028405
387	0.01319672892
388	0.01319181312
389	0.01300722329
390	0.01300275943
391	0.01299793612
392	0.01299454549
393	0.01298907414
394	0.01298459108
395	0.0129020125
396	0.01289708816
397	0.01289140839
398	0.01281765709
399	0.01281236582
400	0.01280783861
401	0.01275652552
402	0.01275242756
403	0.01255990893
404	0.01251452534
405	0.01250961867
406	0.01250516499
407	0.01250009128
408	0.0123331795
409	0.01232848048
410	0.01231275248
411	0.01230771287
412	0.01230325507
413	0.0122984111
414	0.01229479872
415	0.01229003288
416	0.01227069829
417	0.01226712966
418	0.01226255724
419	0.01224086775
420	0.01223626763
421	0.01223130079
422	0.01222637409
423	0.0122218463
424	0.01207112809
425	0.01206695379
426	0.01196513612
427	0.01196101585
428	0.01195762562
429	0.01195368569
430	0.01194974437
431	0.01194622643
432	0.01194204864
433	0.01193780271
434	0.01193229297
435	0.01192749019
436	0.01192327046
437	0.01191929238
438	0.01191459598
439	0.01183176587
440	0.01182803497
441	0.01182432789
442	0.01170756544
443	0.01170441645
444	0.01170094606
445	0.01169727426
446	0.0116943766
447	0.01169098629
448	0.01168737637
449	0.0116831758
450	0.01167917638
451	0.01167606028
452	0.01167288548
453	0.01166936168
454	0.01166628162
455	0.0116631254
456	0.011515619
457	0.01151298914
458	0.0115105351
459	0.01150680855
460	0.01138193777
461	0.01137833457
462	0.01130953724
463	0.01130638471
464	0.0111531286
465	0.01115002892
466	0.0111468183
467	0.01114327913
468	0.01114002197
469	0.01113666605
470	0.01113381271
471	0.0111307929
472	0.01112783496
473	0.01112490942
474	0.01111767042
475	0.01100763511
476	0.0110044853
477	0.01100129528
478	0.01099866929
479	0.01099619764
480	0.01094582437
481	0.01094330491
482	0.0109401601
483	0.01093714765
484	0.01093393035
485	0.01093172134
486	0.01092855446
487	0.01092575444
488	0.01092306877
489	0.01079904895
490	0.01079622935
491	0.01079357762
492	0.01077905227
493	0.01077658636
494	0.01077397373
495	0.01077119688
496	0.01076897097
497	0.01064208755
498	0.01063917897
499	0.01063632307
500	0.01063397244
501	0.01063168253
502	0.01053328098
503	0.01053079197
504	0.01042870894
505	0.01042476976
506	0.01042222365
507	0.01041989672
508	0.01041744419
509	0.01041489652
510	0.01040903565
511	0.01035344261
512	0.01035109828
513	0.01034872277
514	0.01030118173
515	0.01029882577
516	0.01029651316
517	0.01029404347
518	0.01029183098
519	0.01027517455
520	0.01027280362
521	0.0102705393
522	0.01019953435
523	0.01019697829
524	0.01019489416
525	0.01019271842
526	0.0100799665
527	0.009965635153
528	0.009963337202
529	0.009960723803
530	0.009955642418
531	0.009949218567
532	0.009946498883
533	0.009926536309
534	0.009920396219
535	0.009811201293
536	0.009809346236
537	0.009803375201
538	0.009800223653
539	0.009798106398
540	0.009770254932
541	0.009768244622
542	0.009766018558
543	0.009763871533
544	0.009762173894
545	0.00976033011
546	0.009758433136
547	0.009756558757
548	0.009754502516
549	0.009674429439
550	0.009672367608
551	0.009670352612
552	0.009667280692
553	0.009554432383
554	0.009552725135
555	0.009463009981
556	0.009460916996
557	0.009445747039
558	0.009443943968
559	0.009442464593
560	0.009440777214
561	0.009438757739
562	0.009436763012
563	0.00943533485
564	0.009433486637
565	0.009431890163
566	0.009430024508
567	0.009426407639
568	0.009424501173
569	0.009367735484
570	0.009365114025
571	0.009360862504
572	0.009358950172
573	0.00935337317
574	0.009351944761
575	0.009350294773
576	0.00929980203
577	0.00929787836
578	0.009296377712
579	0.009294989695
580	0.009240861383
581	0.009239021315
582	0.0092374589
583	0.00923556839
584	0.009233843706
585	0.009232041165
586	0.009183488292
587	0.009173158294
588	0.009171496931
589	0.009103390382
590	0.0091016231
591	0.009100089483
592	0.009052494008
593	0.009047274633
594	0.009045581267
595	0.009030319572
596	0.009024933392
597	0.009021788223
598	0.009020937582
599	0.009019298791
600	0.008991899267
601	0.008990536002
602	0.008900042227
603	0.008898434904
604	0.008896808086
605	0.008894843728
606	0.008893350169
607	0.008807288135
608	0.008774397723
609	0.00868200338
610	0.008680103809
611	0.008678750528
612	0.008675784261
613	0.008670911385
614	0.008669576718
615	0.008667998025
616	0.008589241647
617	0.008588425014
618	0.008587029284
619	0.008584402511
620	0.008507964498
621	0.008506050559
622	0.008504769277
623	0.008503553971
624	0.008502334546
625	0.008500909159
626	0.008482057018
627	0.008479958379
628	0.008477206669
629	0.0084756408
630	0.008474030511
631	0.00847300297
632	0.0084718803
633	0.008462920635
634	0.008461585307
635	0.008460204535
636	0.008457916557
637	0.008364930717
638	0.008363448571
639	0.008361902221
640	0.008313304903
641	0.008256080842
642	0.008190639669
643	0.008128467108
644	0.008126878918
645	0.008125184203
646	0.008122418738
647	0.008120673494
648	0.008080594275
649	0.008010970766
650	0.008007558617
651	0.007991588091
652	0.007990214682
653	0.007988952145
654	0.007986553464
655	0.007985194488
656	0.007983731365
657	0.007982269454
658	0.007980055425
659	0.007902600512
660	0.007893324877
661	0.007892099118
662	0.007890966841
663	0.007880189948
664	0.007870455861
665	0.007858392828
666	0.007849716942
667	0.007780056938
668	0.007778981148
669	0.007777656974
670	0.007776277522
671	0.007764293976
672	0.007695687714
673	0.007689031899
674	0.007687637435
675	0.0076864199
676	0.007682587083
677	0.007669508207
678	0.007668133499
679	0.00766697857
680	0.007664663571
681	0.007590134856
682	0.007548095224
683	0.00754682524
684	0.00754581319
685	0.007544692461
686	0.007543695947
687	0.007538943067
688	0.007537567454
689	0.007529843432
690	0.007470383133
691	0.007466363523
692	0.007465135198
693	0.007463377218
694	0.007462409782
695	0.00739751121
696	0.007394565707
697	0.007392548606
698	0.007391090973
699	0.007387137761
700	0.007386200942
701	0.00738498893
702	0.007372251102
703	0.007357474466
704	0.007356255871
705	0.007308465725
706	0.007268412864
707	0.007212922598
708	0.007211739527
709	0.007210785797
710	0.007208847929
711	0.007207700066
712	0.007195759697
713	0.007194754444
714	0.007193539072
715	0.007192599962
716	0.007163137716
717	0.007162211769
718	0.00716033715
719	0.00713770162
720	0.00713684124
721	0.007096530868
722	0.007079896744
723	0.007078644496
724	0.007077375963
725	0.007072178261
